0,0,200,0,165,0
0,1,200,1,165,1
0,2,200,2,165,2
0,3,200,3,165,3
0,4,200,4,165,4
0,5,200,5,165,5
0,6,200,6,165,6
0,7,200,7,165,7
0,8,200,8,165,8
0,9,200,9,165,9
0,10,200,10,165,10
0,11,200,11,165,11
0,12,200,12,165,12
0,13,200,13,165,13
0,14,200,14,165,14
0,15,200,15,165,15
0,16,200,16,165,16
0,17,200,17,165,17
0,18,200,18,165,18
0,19,200,19,165,19
0,20,200,20,165,20
0,21,200,21,165,21
0,22,200,22,165,22
0,23,200,23,165,23
0,24,200,24,165,24
0,25,200,25,165,25
0,26,200,26,165,26
0,27,200,27,165,27
0,28,200,28,165,28
0,29,200,29,165,29
0,30,200,30,165,30
0,31,200,31,165,31
0,32,200,32,165,32
0,33,200,33,165,33
0,34,200,34,165,34
0,35,200,35,165,35
0,36,200,36,165,36
0,37,200,37,165,37
0,38,200,38,165,38
0,39,200,39,165,39
0,40,200,40,165,40
0,41,200,41,165,41
0,42,200,42,165,42
0,43,200,43,165,43
0,44,200,44,165,44
0,45,200,45,165,45
0,46,200,46,165,46
0,47,200,47,165,47
0,48,200,48,165,48
0,49,200,49,165,49
0,50,200,50,165,50
0,51,200,51,165,51
0,52,200,52,165,52
0,53,200,53,165,53
0,54,200,54,165,54
0,55,200,55,165,55
0,56,200,56,165,56
0,57,200,57,165,57
0,58,200,58,165,58
0,59,200,59,165,59
0,60,200,60,165,60
0,61,200,61,165,61
0,62,200,62,165,62
0,63,200,63,165,63
0,64,200,64,165,64
0,65,200,65,165,65
0,66,200,66,165,66
0,67,200,67,165,67
0,68,200,68,165,68
0,69,200,69,165,69
0,70,200,70,165,70
0,71,200,71,165,71
0,72,200,72,165,72
0,73,200,73,165,73
0,74,200,74,165,74
0,75,200,75,165,75
0,76,200,76,165,76
0,77,200,77,165,77
0,78,200,78,165,78
0,79,200,79,165,79
0,80,200,80,165,80
0,81,200,81,165,81
0,82,200,82,165,82
0,83,200,83,165,83
0,84,200,84,165,84
0,85,200,85,165,85
0,86,200,86,165,86
0,87,200,87,165,87
0,88,200,88,165,88
0,89,200,89,165,89
0,90,200,90,165,90
0,91,200,91,165,91
0,92,200,92,165,92
0,93,200,93,165,93
0,94,200,94,165,94
0,95,200,95,165,95
0,96,200,96,165,96
0,97,200,97,165,97
0,98,200,98,165,98
0,99,200,99,165,99
0,100,200,100,165,100
0,101,200,101,165,101
0,102,200,102,165,102
0,103,200,103,165,103
0,104,200,104,165,104
0,105,200,105,165,105
0,106,200,106,165,106
0,107,200,107,165,107
0,108,200,108,165,108
0,109,200,109,165,109
0,110,200,110,165,110
0,111,200,111,165,111
0,112,200,112,165,112
0,113,200,113,165,113
0,114,200,114,165,114
0,115,200,115,165,115
0,116,200,116,165,116
0,117,200,117,165,117
0,118,200,118,165,118
0,119,200,119,165,119
0,120,200,120,165,120
0,121,200,121,165,121
0,122,200,122,165,122
0,123,200,123,165,123
0,124,200,124,165,124
0,125,200,125,165,125
0,126,200,126,165,126
0,127,200,127,165,127
0,128,200,128,165,128
0,129,200,129,165,129
0,130,200,130,165,130
0,131,200,131,165,131
0,132,200,132,165,132
0,133,200,133,165,133
0,134,200,134,165,134
0,135,200,135,165,135
0,136,200,136,165,136
0,137,200,137,165,137
0,138,200,138,165,138
0,139,200,139,165,139
0,140,200,140,165,140
0,141,200,141,165,141
0,142,200,142,165,142
0,143,200,143,165,143
0,144,200,144,165,144
0,145,200,145,165,145
0,146,200,146,165,146
0,147,200,147,165,147
0,148,200,148,165,148
0,149,200,149,165,149
0,150,200,150,165,150
0,151,200,151,165,151
0,152,200,152,165,152
0,153,200,153,165,153
0,154,200,154,165,154
0,155,200,155,165,155
0,156,200,156,165,156
0,157,200,157,165,157
0,158,200,158,165,158
0,159,200,159,165,159
0,160,200,160,165,160
0,161,200,161,165,161
0,162,200,162,165,162
0,163,200,163,165,163
0,164,200,164,165,164
0,165,200,165,165,165
0,166,200,166,165,166
0,167,200,167,165,167
0,168,200,168,165,168
0,169,200,169,165,169
0,170,200,170,165,170
0,171,200,171,165,171
0,172,200,172,165,172
0,173,200,173,165,173
0,174,200,174,165,174
0,175,200,175,165,175
0,176,200,176,165,176
0,177,200,177,165,177
0,178,200,178,165,178
0,179,200,179,165,179
0,180,200,180,165,180
0,181,200,181,165,181
0,182,200,182,165,182
0,183,200,183,165,183
0,184,200,184,165,184
0,185,200,185,165,185
0,186,200,186,165,186
0,187,200,187,165,187
0,188,200,188,165,188
0,189,200,189,165,189
0,190,200,190,165,190
0,191,200,191,165,191
0,192,200,192,165,192
0,193,200,193,165,193
0,194,200,194,165,194
0,195,200,195,165,195
0,196,200,196,165,196
0,197,200,197,165,197
0,198,200,198,165,198
0,199,200,199,165,199
0,200,200,200,165,200
0,201,200,201,165,201
0,202,200,202,165,202
0,203,200,203,165,203
0,204,200,204,165,204
0,205,200,205,165,205
0,206,200,206,165,206
0,207,200,207,165,207
0,208,200,208,165,208
0,209,200,209,165,209
0,210,200,210,165,210
0,211,200,211,165,211
0,212,200,212,165,212
0,213,200,213,165,213
0,214,200,214,165,214
0,215,200,215,165,215
0,216,200,216,165,216
0,217,200,217,165,217
0,218,200,218,165,218
0,219,200,219,165,219
0,220,200,220,165,220
0,221,200,221,165,221
0,222,200,222,165,222
0,223,200,223,165,223
0,224,200,224,165,224
0,225,200,225,165,225
0,226,200,226,165,226
0,227,200,227,165,227
0,228,200,228,165,228
0,229,200,229,165,229
0,230,200,230,165,230
0,231,200,231,165,231
0,232,200,232,165,232
0,233,200,233,165,233
0,234,200,234,165,234
0,235,200,235,165,235
0,236,200,236,165,236
0,237,200,237,165,237
0,238,200,238,165,238
0,239,200,239,165,239
0,240,200,240,165,240
0,241,200,241,165,241
0,242,200,242,165,242
0,243,200,243,165,243
0,244,200,244,165,244
0,245,200,245,165,245
0,246,200,246,165,246
0,247,200,247,165,247
0,248,200,248,165,248
0,249,200,249,165,249
0,250,200,250,165,250
0,251,200,251,165,251
0,252,200,252,165,252
0,253,200,253,165,253
0,254,200,254,165,254
0,255,200,255,165,255
0,256,200,256,165,256
0,257,200,257,165,257
0,258,-200,258,165,258
0,259,-200,259,165,259
0,260,-200,260,165,260
0,261,-200,261,165,261
0,262,-200,262,165,262
0,263,-200,263,165,263
